colour	x	y	showSelectedlegendcolour	clickSelects	fill
#00BFC4	-0.701183013192644	-0.712981333563568	train	224.521994540019	#00BFC4
#00BFC4	-0.999982468043331	0.00592145302842144	train	270.339276249841	#00BFC4
#00BFC4	0.813066184122334	-0.582171263664522	train	125.603403112023	#00BFC4
#00BFC4	0.992171384139156	-0.124883723901037	train	97.1740410354094	#00BFC4
#F8766D	-0.608497775679738	0.793555579019397	test	322.519038550584	#F8766D
#00BFC4	0.436600369124769	-0.899655555020984	train	154.112828353666	#00BFC4
#F8766D	-0.219123940493406	0.975697032230109	test	347.342416973419	#F8766D
#00BFC4	-0.855716122818535	-0.517445569261554	train	238.838939214641	#00BFC4
#00BFC4	-0.69227491879425	-0.721633866173432	train	223.810459275284	#00BFC4
#F8766D	0.660113771942226	0.751165632928056	test	41.3085502632151	#F8766D
#F8766D	-0.312067416502961	0.950059959979983	test	341.816133134546	#F8766D
#00BFC4	0.309542008084669	-0.950885768760323	train	161.968368052779	#00BFC4
#00BFC4	-0.472862385624064	-0.881136291536059	train	208.220261179367	#00BFC4
#00BFC4	0.54567424180138	-0.837997387725337	train	146.929248994061	#00BFC4
#00BFC4	0.996679745105807	0.0814216537281323	train	85.32971288749	#00BFC4
#F8766D	-0.570475243758963	0.821314797296476	test	325.216627402411	#F8766D
#00BFC4	-0.446582250328851	-0.894742585155764	train	206.524615202023	#00BFC4
#F8766D	0.0180338189969193	0.999837377463148	test	1.03331773121723	#F8766D
#00BFC4	-0.671360668504613	-0.741130793305095	train	222.172168903461	#00BFC4
#F8766D	0	1	test	0	#F8766D
#F8766D	-2.44929359829471e-16	1	test	360	#F8766D
